product_name;parameter_name;value
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);Cooling Fans;3
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);VRAM;16
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);Core Clock;N/A
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);Boost Clock;N/A
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);Memory Clock;N/A
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);CUDA Cores;N/A
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);DirectX Version;N/A
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);Thermal Design Power (TDP);N/A
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);Length;N/A
XFX Radeon RX 9070 XT Swift Triple Fan Gaming Edition 16GB GDDR6 256bit (RX-97TSWF3B9);Memory Type;N/A
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Video Chipset Family;AMD Radeon
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Video Chipset Family;RX 9060 XT
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Cooling Fans;3
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);VRAM;16
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Memory Type;GDDR6
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Resolution;7680 x 4320 pixel
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);DirectX Version;12
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Connectivity Technology;1 x 8-pin
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Color;Black
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Connectivity Technology;No
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Connectivity Technology;1 db
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Connectivity Technology;2 db
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Connectivity Technology;2.1b
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Connectivity Technology;2.1a
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Length;281
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Core Clock;N/A
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Boost Clock;N/A
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Memory Clock;N/A
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);CUDA Cores;N/A
GIGABYTE RADEON RX 9060 XT GAMING OC 16GB GDDR6 128bit (GV-R9060XTGAMING OC-16GD);Thermal Design Power (TDP);N/A
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Video Chipset Family;Nvidia GeForce
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Video Chipset Family;RTX 5070
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Cooling Fans;2
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);VRAM;12
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Core Clock;N/A
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Boost Clock;N/A
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Memory Clock;N/A
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);CUDA Cores;N/A
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);DirectX Version;N/A
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Thermal Design Power (TDP);N/A
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Length;N/A
MSI GeForce RTX 5070 VENTUS 2X OC 12GB GDDR7 192bit (GeForce RTX 5070 12G VENTUS 2X OC);Memory Type;N/A
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Video Chipset Family;Nvidia GeForce
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Video Chipset Family;RTX 5090
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Cooling Fans;4
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);VRAM;32
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Core Clock;N/A
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Boost Clock;N/A
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Memory Clock;N/A
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);CUDA Cores;N/A
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);DirectX Version;N/A
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Thermal Design Power (TDP);N/A
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Length;N/A
ASUS GeForce RTX 5090 ROG ASTRAL OC 32GB GDDR7 512bit (ROG-ASTRAL-RTX5090-O32G-GAMING/90YV0LW0-M0NA00);Memory Type;N/A
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Video Chipset Family;AMD Radeon
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Video Chipset Family;RX 9070 XT
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Cooling Fans;3
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);VRAM;16
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Memory Type;GDDR6
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Resolution;7680 x 4320 pixel
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);DirectX Version;12
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Connectivity Technology;12V-2X6
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Color;Black
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Connectivity Technology;No
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Connectivity Technology;2 db
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Connectivity Technology;2 db
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Connectivity Technology;2.1b
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Connectivity Technology;2.1a
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Length;330.8
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Core Clock;N/A
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Boost Clock;N/A
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Memory Clock;N/A
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);CUDA Cores;N/A
SAPPHIRE Radeon RX 9070 XT NITRO+ 16GB GDDR6 256bit (11348-01-20G);Thermal Design Power (TDP);N/A
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Video Chipset Family;Nvidia GeForce
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Video Chipset Family;RTX 5070 Ti
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Cooling Fans;3
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);VRAM;16
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Memory Type;GDDR7
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Resolution;7680 x 4320 pixel
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);DirectX Version;12
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Connectivity Technology;1 x 16-pin
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Color;Black
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Connectivity Technology;No
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Connectivity Technology;1 db
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Connectivity Technology;3 db
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Connectivity Technology;2.1b
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Connectivity Technology;2.1b
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Length;332
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Core Clock;N/A
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Boost Clock;N/A
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Memory Clock;N/A
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);CUDA Cores;N/A
ASUS ROG Strix GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (ROG-STRIX-RTX5070TI-O16G-GAMING);Thermal Design Power (TDP);N/A
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Video Chipset Family;Nvidia GeForce
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Video Chipset Family;RTX 5070 Ti
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Cooling Fans;3
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);VRAM;16
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Memory Type;GDDR7
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Resolution;7680 x 4320 pixel
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);DirectX Version;12
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Connectivity Technology;1 x 16-pin
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Color;Black
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Connectivity Technology;No
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Connectivity Technology;2 db
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Connectivity Technology;3 db
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Connectivity Technology;2.1b
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Connectivity Technology;2.1b
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Length;329
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Core Clock;N/A
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Boost Clock;N/A
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Memory Clock;N/A
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);CUDA Cores;N/A
ASUS TUF Gaming GeForce RTX 5070 Ti OC 16GB GDDR7 256bit (TUF-RTX5070TI-O16G-GAMING);Thermal Design Power (TDP);N/A
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Video Chipset Family;AMD Radeon
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Video Chipset Family;RX 9070 XT
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Cooling Fans;3
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);VRAM;16
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Core Clock;N/A
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Boost Clock;N/A
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Memory Clock;N/A
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);CUDA Cores;N/A
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);DirectX Version;N/A
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Thermal Design Power (TDP);N/A
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Length;N/A
GIGABYTE Radeon RX 9070 XT GAMING OC 16GB GDDR6 256bit (GV-R9070XTGAMING OC-16GD);Memory Type;N/A
Intel Arc B580 Limited Edition (31P06HB0BA);Video Chipset Family;Intel Arc
Intel Arc B580 Limited Edition (31P06HB0BA);Video Chipset Family;B580
Intel Arc B580 Limited Edition (31P06HB0BA);Cooling Fans;2
Intel Arc B580 Limited Edition (31P06HB0BA);VRAM;12
Intel Arc B580 Limited Edition (31P06HB0BA);Memory Type;GDDR6
Intel Arc B580 Limited Edition (31P06HB0BA);Resolution;7680 x 4320 pixel
Intel Arc B580 Limited Edition (31P06HB0BA);DirectX Version;12
Intel Arc B580 Limited Edition (31P06HB0BA);Connectivity Technology;1 x 8-pin
Intel Arc B580 Limited Edition (31P06HB0BA);Color;Black
Intel Arc B580 Limited Edition (31P06HB0BA);Connectivity Technology;No
Intel Arc B580 Limited Edition (31P06HB0BA);Connectivity Technology;1 db
Intel Arc B580 Limited Edition (31P06HB0BA);Connectivity Technology;3 db
Intel Arc B580 Limited Edition (31P06HB0BA);Length;272
Intel Arc B580 Limited Edition (31P06HB0BA);Core Clock;N/A
Intel Arc B580 Limited Edition (31P06HB0BA);Boost Clock;N/A
Intel Arc B580 Limited Edition (31P06HB0BA);Memory Clock;N/A
Intel Arc B580 Limited Edition (31P06HB0BA);CUDA Cores;N/A
Intel Arc B580 Limited Edition (31P06HB0BA);Thermal Design Power (TDP);N/A
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Video Chipset Family;Nvidia GeForce
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Video Chipset Family;RTX 5080
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Cooling Fans;3
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);VRAM;16
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Memory Type;GDDR7
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Resolution;7680 x 4320 pixel
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);DirectX Version;12
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Connectivity Technology;1 x 16-pin
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Color;Black
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Connectivity Technology;No
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Connectivity Technology;1 db
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Connectivity Technology;3 db
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Connectivity Technology;2.1b
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Connectivity Technology;2.1b
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Length;304
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Core Clock;N/A
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Boost Clock;N/A
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Memory Clock;N/A
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);CUDA Cores;N/A
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16GB GDDR7 256bit (GV-N5080WF3OC-16GD);Thermal Design Power (TDP);N/A
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Video Chipset Family;Nvidia GeForce
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Video Chipset Family;RTX 5070 Ti
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Cooling Fans;3
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);VRAM;16
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Memory Type;GDDR7
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Resolution;7680 x 4320 pixel
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);DirectX Version;12
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Connectivity Technology;1 x 16-pin
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Color;Black
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Connectivity Technology;No
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Connectivity Technology;1 db
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Connectivity Technology;3 db
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Connectivity Technology;2.1b
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Connectivity Technology;2.1b
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Length;304
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Core Clock;N/A
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Boost Clock;N/A
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Memory Clock;N/A
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);CUDA Cores;N/A
ASUS GeForce RTX 5070 Ti PRIME OC 16GB GDDR7 256bit (PRIME-RTX5070TI-O16G);Thermal Design Power (TDP);N/A
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Video Chipset Family;AMD Radeon
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Video Chipset Family;RX 9060 XT
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Cooling Fans;2
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);VRAM;16
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Memory Type;GDDR6
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Resolution;7680 x 4320 pixel
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);DirectX Version;12
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Connectivity Technology;1 x 8-pin
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Color;Black
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Connectivity Technology;No
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Connectivity Technology;1 db
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Connectivity Technology;2 db
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Connectivity Technology;2.1b
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Connectivity Technology;2.1a
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Length;249
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Core Clock;N/A
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Boost Clock;N/A
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Memory Clock;N/A
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);CUDA Cores;N/A
ASRock Radeon RX 9060 XT Challenger OC 16GB GDDR6 128bit (90-GA5QZZ-00UANF);Thermal Design Power (TDP);N/A
ASUS Radeon RX 9060 XT Dual 16GB GDDR6 128bit (DUAL-RX9060XT-16G);Video Chipset Family;AMD Radeon
